reservation_id,user_id,nbr_place,number_of_voyageurs,Status,reminderSent,volId_frequency,account_age_days,payment_delay_days,total_payment_amount,payment_failures_count,payment_status,Pays,Ville,newsletter_abonne,satisfaction_client,annulations_precedentes,modifications_reservation,tentatives_paiement,email_domain,suspicious_email_domain,is_fraud,reservation_date,reservation_time
res_696831,user_7823,1,1,confirmé,False,85,23,0,141.31,1,échoué,Morocco,Paris,True,2,6,1,2,mailinator.com,True,1,2025-08-02,01:52:26.642732
res_623840,user_1449,1,1,confirmé,True,1,8,1,166.81,0,réussi,France,Tunis,False,5,1,0,0,gmail.com,False,0,2024-11-22,01:26:29.713398
res_310829,user_6699,2,2,confirmé,True,38,10,0,268.41,0,réussi,France,Casablanca,False,5,0,0,0,gmail.com,False,0,2024-09-09,19:39:09.674825
res_210290,user_6502,3,3,confirmé,True,63,29,1,673.25,0,réussi,Tunisia,New York,False,2,1,0,0,hotmail.com,False,0,2024-12-31,15:10:38.679361
res_404380,user_1494,3,2,confirmé,True,95,6,3,285.63,0,réussi,Tunisia,Casablanca,False,2,0,0,0,yahoo.com,False,0,2024-08-01,04:34:48.685923
res_857634,user_5988,3,1,confirmé,True,97,25,7,265.91,0,réussi,France,New York,False,5,0,1,0,yahoo.com,False,0,2025-06-03,14:12:58.674565
res_452621,user_7726,2,1,confirmé,True,39,24,1,368.52,0,réussi,France,New York,True,4,2,0,0,yahoo.com,False,0,2025-01-09,00:49:47.666913
res_669417,user_4248,1,1,confirmé,False,27,20,3,215.83,0,réussi,Tunisia,Paris,True,3,2,0,0,gmail.com,False,0,2025-02-12,14:45:13.710949
res_509935,user_9423,1,1,confirmé,False,96,18,5,245.55,0,réussi,France,New York,False,3,0,1,0,gmail.com,False,0,2024-11-08,20:02:45.737759
res_328177,user_3157,3,3,confirmé,True,73,26,0,300.97,0,réussi,USA,Tunis,False,3,1,1,0,gmail.com,False,0,2024-10-10,15:26:31.680463
res_498294,user_1982,3,3,annulé,False,38,20,2,687.66,0,réussi,Germany,Tunis,True,3,2,0,0,yahoo.com,False,0,2024-10-22,13:45:42.729418
res_204336,user_5821,2,2,en attente,True,80,2,1,255.77,0,réussi,Tunisia,Berlin,False,1,1,0,0,gmail.com,False,0,2024-12-24,21:35:13.715732
res_351531,user_6227,3,3,confirmé,True,37,4,2,626.25,0,réussi,Tunisia,Paris,True,2,1,0,0,mailinator.com,True,0,2025-07-23,14:06:36.732073
res_554928,user_4519,1,1,confirmé,False,59,15,7,143.39,0,réussi,Germany,Casablanca,False,3,1,1,1,gmail.com,False,0,2025-07-15,08:16:24.740411
res_668025,user_1285,3,3,confirmé,False,46,19,3,278.88,0,réussi,Tunisia,Casablanca,False,2,1,2,0,hotmail.com,False,0,2024-11-03,08:43:39.647746
res_334402,user_3535,2,1,confirmé,True,38,1,2,358.13,0,réussi,Tunisia,Tunis,True,2,3,0,3,mailinator.com,True,1,2025-06-26,20:44:06.643683
res_634999,user_7644,3,2,confirmé,False,61,2,6,555.58,0,réussi,Germany,Tunis,False,3,1,0,0,hotmail.com,False,0,2024-08-17,16:38:11.682032
res_536829,user_4113,1,1,confirmé,True,35,30,2,155.35,0,réussi,USA,New York,False,2,0,4,0,gmail.com,False,0,2025-05-27,12:54:36.718159
res_852442,user_5360,1,1,confirmé,True,96,2,1,164.39,0,réussi,Germany,Casablanca,True,5,2,0,0,yahoo.com,False,0,2025-06-25,09:21:59.691040
res_397809,user_7690,2,1,confirmé,True,77,16,3,332.87,0,réussi,France,Tunis,True,4,1,0,0,hotmail.com,False,0,2024-09-03,03:57:47.728547
res_284264,user_5657,1,1,confirmé,True,14,19,4,176.93,0,réussi,Germany,Berlin,False,1,1,0,1,tempmail.com,True,0,2025-03-07,00:03:40.665134
res_678632,user_4815,1,1,confirmé,True,37,6,3,167.87,0,réussi,Germany,Casablanca,True,4,1,0,0,tempmail.com,True,0,2025-05-09,03:19:06.727833
res_233353,user_1361,2,1,confirmé,False,96,23,1,474.33,0,réussi,USA,Tunis,True,3,0,0,0,yahoo.com,False,0,2024-08-18,23:32:40.692535
res_270115,user_4558,2,2,confirmé,False,11,23,5,364.63,0,réussi,Morocco,Casablanca,True,4,1,0,0,hotmail.com,False,0,2025-07-17,21:27:55.695524
res_927616,user_4626,2,2,confirmé,True,37,12,3,430.75,0,réussi,USA,Paris,True,2,0,0,0,gmail.com,False,0,2024-10-24,06:53:53.654581
res_956761,user_6318,3,3,confirmé,False,23,1,2,215.2,0,réussi,Morocco,New York,True,1,0,0,1,tempmail.com,True,0,2025-05-06,04:59:05.671323
res_503583,user_3798,2,1,confirmé,False,19,4,3,577.5,0,réussi,Morocco,New York,False,4,0,0,0,gmail.com,False,0,2025-04-06,22:02:14.737745
res_758802,user_6264,2,2,en attente,True,18,27,4,585.37,0,réussi,USA,New York,True,2,0,0,1,gmail.com,False,0,2025-03-06,16:50:53.658106
res_985357,user_2148,1,1,confirmé,False,54,13,4,208.19,0,réussi,Germany,Paris,False,1,0,1,1,gmail.com,False,0,2025-03-29,11:39:05.702286
res_980224,user_4189,1,1,confirmé,False,52,10,0,77.76,0,réussi,Tunisia,Casablanca,False,3,2,0,0,gmail.com,False,0,2025-04-16,17:36:30.736896
res_843635,user_3674,2,1,confirmé,True,60,18,4,561.39,0,réussi,France,Casablanca,False,4,0,0,0,gmail.com,False,0,2025-05-09,19:52:37.673173
res_471287,user_7654,2,1,confirmé,True,37,27,4,335.56,0,réussi,Tunisia,Casablanca,True,1,0,0,0,gmail.com,False,0,2025-05-28,04:10:11.727423
res_490477,user_1914,3,3,confirmé,True,51,26,5,536.0,0,réussi,France,Berlin,True,1,0,0,1,gmail.com,False,0,2024-11-12,22:32:19.653340
res_169785,user_1112,3,3,confirmé,True,54,15,6,210.52,0,réussi,France,Tunis,False,1,0,0,0,tempmail.com,True,0,2025-03-23,05:07:06.725524
res_200291,user_6363,2,2,confirmé,True,100,22,3,186.33,0,réussi,Tunisia,Paris,False,5,1,1,0,gmail.com,False,0,2025-02-08,22:48:45.659381
res_830587,user_1782,1,1,confirmé,False,22,3,7,94.49,0,réussi,USA,Paris,False,3,4,6,4,tempmail.com,True,1,2025-07-24,05:17:35.641514
res_395647,user_4045,2,1,en attente,True,67,16,7,206.86,0,réussi,France,Casablanca,False,4,1,0,1,gmail.com,False,0,2025-06-13,07:00:07.727922
res_307557,user_8019,1,1,en attente,True,96,21,5,150.45,0,réussi,Morocco,Casablanca,False,4,0,0,0,hotmail.com,False,0,2024-12-11,15:04:40.667239
res_368247,user_7249,3,1,confirmé,False,64,19,1,427.41,0,réussi,Morocco,Tunis,True,3,0,0,1,tempmail.com,True,0,2025-01-27,04:14:02.722021
res_726378,user_1832,2,1,confirmé,True,89,16,4,457.84,0,réussi,Germany,Tunis,True,2,1,0,1,gmail.com,False,0,2024-10-31,01:02:13.731573
res_120415,user_9578,3,2,confirmé,True,94,11,6,863.81,0,réussi,Germany,Paris,False,5,0,0,0,yahoo.com,False,0,2025-05-14,01:43:52.693755
res_874351,user_2296,2,1,annulé,True,18,0,5,119.76,0,réussi,Tunisia,Tunis,True,5,2,1,0,gmail.com,False,0,2024-12-26,12:58:48.690876
res_653587,user_6429,2,1,confirmé,True,74,20,6,325.23,0,réussi,Germany,Berlin,True,3,0,1,0,tempmail.com,True,0,2024-10-18,00:46:30.693342
res_506777,user_9555,3,2,confirmé,True,65,16,1,397.37,0,réussi,France,Berlin,False,1,0,0,1,gmail.com,False,0,2025-05-23,16:12:04.661162
res_479021,user_3608,2,1,en attente,True,52,10,7,527.99,0,réussi,France,Berlin,True,3,5,0,2,tempmail.com,True,1,2025-07-12,19:14:22.645949
res_381203,user_2190,3,2,confirmé,True,15,26,3,482.73,0,réussi,Germany,Casablanca,False,5,0,0,0,gmail.com,False,0,2025-05-14,06:53:48.712667
res_993177,user_5766,2,2,confirmé,True,9,30,2,454.8,0,réussi,USA,Paris,False,1,0,0,0,yahoo.com,False,0,2025-01-06,15:41:47.689923
res_637693,user_9115,3,3,confirmé,False,22,24,3,181.52,0,réussi,Tunisia,Berlin,False,2,0,1,0,mailinator.com,True,0,2025-08-05,07:06:56.648349
res_286859,user_6215,1,1,annulé,False,63,29,5,75.89,0,réussi,France,Casablanca,True,3,0,0,0,gmail.com,False,0,2025-05-06,19:18:51.655748
res_534953,user_7972,2,2,confirmé,True,46,8,6,116.04,0,réussi,France,Paris,False,1,0,0,0,gmail.com,False,0,2025-07-22,19:28:35.652645
res_384424,user_7429,2,1,confirmé,True,46,6,4,260.48,0,réussi,USA,Casablanca,True,1,0,0,0,gmail.com,False,0,2024-12-23,16:49:40.659653
res_623502,user_7047,1,1,annulé,True,68,11,4,254.39,1,échoué,Germany,Paris,False,5,2,3,2,tempmail.com,True,1,2025-07-08,11:59:20.642642
res_485338,user_6332,2,2,confirmé,True,1,13,0,566.21,0,réussi,Tunisia,New York,True,4,0,0,0,gmail.com,False,0,2025-03-15,22:58:12.655048
res_242912,user_1266,3,2,confirmé,True,58,17,0,895.51,0,réussi,France,Paris,True,5,0,0,0,hotmail.com,False,0,2025-06-20,07:04:22.655623
res_964366,user_1534,1,1,confirmé,False,85,15,7,102.14,0,réussi,Morocco,New York,True,4,0,0,0,gmail.com,False,0,2025-07-31,13:42:50.723961
res_136234,user_8956,1,1,confirmé,False,82,28,2,248.67,0,réussi,Morocco,Berlin,False,1,0,1,0,gmail.com,False,0,2024-08-20,03:08:05.695365
res_681406,user_5526,2,2,confirmé,False,91,30,0,476.62,0,réussi,Germany,New York,True,4,1,0,0,gmail.com,False,0,2025-03-05,10:43:24.684733
res_455177,user_2244,3,2,annulé,True,94,19,7,692.43,0,réussi,USA,Paris,True,3,1,0,0,gmail.com,False,0,2024-11-03,12:26:04.736850
res_134305,user_7070,3,1,confirmé,True,96,7,4,641.19,0,réussi,Germany,Casablanca,True,4,2,1,2,mailinator.com,True,1,2025-07-03,11:20:13.632874
res_888029,user_2352,2,2,confirmé,True,92,20,3,207.18,0,réussi,Tunisia,Paris,False,1,0,0,0,hotmail.com,False,0,2025-06-28,11:43:27.698304
res_666582,user_9945,3,1,confirmé,True,1,23,2,836.31,0,réussi,Germany,Berlin,False,4,1,0,0,mailinator.com,True,0,2025-03-16,21:55:51.676770
res_431013,user_6138,3,2,confirmé,False,73,7,1,464.56,0,réussi,Germany,Paris,True,1,0,0,0,gmail.com,False,0,2025-04-16,08:46:09.693233
res_411202,user_9355,1,1,confirmé,True,91,28,5,149.59,0,réussi,Morocco,Tunis,False,1,0,0,0,gmail.com,False,0,2024-11-02,16:01:27.739931
res_744918,user_5825,3,2,confirmé,False,7,5,3,150.91,0,réussi,France,Paris,False,2,0,1,0,yahoo.com,False,0,2025-07-10,23:23:19.654711
res_483423,user_7888,3,3,confirmé,False,59,12,7,320.57,0,réussi,France,New York,True,2,0,0,1,gmail.com,False,0,2025-05-05,01:10:52.706450
res_364392,user_6871,1,1,confirmé,False,61,0,1,222.97,0,réussi,Germany,Casablanca,True,5,0,0,1,hotmail.com,False,0,2025-01-30,16:24:28.703549
res_508360,user_4546,3,1,confirmé,False,33,0,5,759.18,0,réussi,Morocco,Casablanca,False,4,0,0,0,yahoo.com,False,0,2025-05-08,23:22:39.691336
res_150011,user_3637,2,1,confirmé,False,53,30,6,462.49,0,réussi,USA,Tunis,True,4,0,0,0,yahoo.com,False,0,2025-05-25,04:00:07.650095
res_993780,user_3149,3,1,confirmé,True,95,19,3,357.75,0,réussi,France,Tunis,True,1,1,0,0,yahoo.com,False,0,2025-03-21,22:41:13.654743
res_995420,user_1568,2,2,en attente,True,71,21,6,540.83,0,réussi,Morocco,Berlin,False,5,4,2,2,tempmail.com,True,1,2025-07-16,21:57:23.635790
res_323985,user_3771,2,2,confirmé,True,92,20,2,351.0,0,réussi,USA,Paris,True,1,0,1,0,mailinator.com,True,0,2025-06-05,05:23:40.694129
res_197773,user_9382,3,1,confirmé,False,21,18,0,846.82,0,réussi,USA,Casablanca,True,1,0,0,0,gmail.com,False,0,2025-08-06,06:56:18.680276
res_841378,user_2481,2,2,confirmé,False,53,27,0,412.67,0,réussi,France,Casablanca,False,3,0,0,0,hotmail.com,False,0,2025-06-01,06:41:51.684473
res_505261,user_2157,3,3,confirmé,False,79,21,2,374.24,0,réussi,Germany,Berlin,False,5,1,1,0,gmail.com,False,0,2025-06-07,03:34:56.739217
res_774845,user_9184,2,2,annulé,True,100,21,4,394.43,0,réussi,France,Paris,True,4,0,0,0,gmail.com,False,0,2024-09-02,23:17:31.679270
res_413708,user_2023,3,1,confirmé,False,28,7,1,858.23,0,réussi,France,Berlin,False,2,1,0,0,tempmail.com,True,0,2024-08-31,18:09:04.711450
res_341165,user_4711,3,2,confirmé,True,57,23,3,616.56,0,réussi,Tunisia,Berlin,True,3,1,1,1,gmail.com,False,0,2025-05-10,13:05:10.723443
res_865657,user_5123,1,1,confirmé,True,62,19,3,68.96,0,réussi,USA,Paris,False,3,0,0,1,yahoo.com,False,0,2024-10-22,07:16:51.712489
res_220294,user_6668,1,1,annulé,True,12,16,0,104.61,0,réussi,USA,New York,False,3,3,0,4,tempmail.com,True,1,2025-07-16,16:19:23.636420
res_474898,user_9501,2,1,confirmé,False,77,16,4,309.67,0,réussi,Morocco,Tunis,False,4,0,0,0,yahoo.com,False,0,2025-06-26,10:32:43.738504
res_316302,user_2421,2,2,confirmé,True,63,12,2,510.93,0,réussi,Tunisia,Paris,True,3,0,1,0,hotmail.com,False,0,2024-09-20,06:35:16.676190
res_796819,user_1086,1,1,confirmé,True,21,7,2,217.71,0,réussi,Morocco,Berlin,False,4,0,0,0,mailinator.com,True,0,2025-05-05,15:13:24.702362
res_536961,user_9054,1,1,confirmé,True,69,17,5,103.65,0,réussi,Morocco,New York,True,4,0,0,0,mailinator.com,True,0,2025-06-26,00:09:09.731983
res_676706,user_6684,1,1,confirmé,False,85,18,1,72.62,0,réussi,France,Paris,True,3,0,0,0,gmail.com,False,0,2024-09-30,20:17:04.661994
res_569089,user_6281,2,1,confirmé,True,87,25,0,130.32,0,réussi,Tunisia,Casablanca,False,1,0,0,0,gmail.com,False,0,2025-05-09,01:56:05.681934
res_316456,user_4675,2,2,en attente,True,22,16,4,434.37,1,échoué,France,Berlin,False,1,4,2,3,mailinator.com,True,1,2025-07-23,00:16:54.645233
res_442699,user_5937,1,1,confirmé,True,2,29,7,265.11,0,réussi,France,Tunis,True,1,2,0,0,mailinator.com,True,0,2025-05-27,18:02:17.655440
res_717846,user_9090,2,2,confirmé,True,90,28,7,151.89,0,réussi,USA,Paris,True,2,0,0,0,gmail.com,False,0,2025-02-12,10:11:32.708358
res_807902,user_5386,2,1,confirmé,True,58,24,7,270.15,0,réussi,Tunisia,New York,True,2,0,0,0,gmail.com,False,0,2025-01-25,11:16:46.725556
res_620015,user_2446,3,2,en attente,False,85,30,7,455.07,0,réussi,Tunisia,New York,False,5,0,2,0,yahoo.com,False,0,2025-01-10,15:53:12.671406
res_520026,user_4266,1,1,confirmé,False,34,8,7,181.29,0,réussi,Tunisia,New York,False,5,1,0,0,hotmail.com,False,0,2025-06-06,15:46:09.697823
res_218205,user_9191,1,1,confirmé,True,17,1,2,108.87,0,réussi,Morocco,Berlin,True,5,0,0,0,tempmail.com,True,0,2024-10-21,01:38:04.653870
res_436823,user_4517,3,1,confirmé,False,92,1,0,289.27,0,réussi,France,Tunis,False,5,0,0,0,gmail.com,False,0,2024-12-07,03:47:29.731360
res_114815,user_2484,3,1,confirmé,False,17,30,4,395.83,0,réussi,Morocco,Tunis,True,5,1,0,0,gmail.com,False,0,2024-10-12,19:17:23.684675
res_279594,user_2167,1,1,confirmé,True,80,8,3,129.62,1,échoué,France,Casablanca,False,5,3,5,6,mailinator.com,True,1,2025-07-05,11:10:24.637886
res_394951,user_2322,3,2,en attente,True,99,5,7,769.03,0,réussi,Germany,New York,True,5,0,0,0,gmail.com,False,0,2025-01-24,22:19:51.685383
res_240522,user_1132,2,2,confirmé,True,46,21,1,511.95,0,réussi,Morocco,Berlin,False,5,0,0,0,gmail.com,False,0,2025-01-03,22:05:17.662228
res_366121,user_7174,3,1,annulé,False,77,16,2,228.49,0,réussi,Germany,Casablanca,True,4,0,0,0,gmail.com,False,0,2025-03-22,11:03:11.653838
res_331398,user_8973,2,2,confirmé,True,19,15,1,523.13,0,réussi,France,Tunis,True,5,1,0,0,tempmail.com,True,0,2024-11-03,00:28:40.681560
res_756374,user_1668,3,2,confirmé,True,26,27,7,324.93,0,réussi,Germany,Tunis,True,1,2,0,0,mailinator.com,True,0,2024-12-28,06:56:27.725997
res_232587,user_2176,1,1,confirmé,True,68,29,2,231.16,0,réussi,France,Berlin,False,3,2,0,0,gmail.com,False,0,2025-05-08,10:52:22.670744
res_866425,user_1049,1,1,confirmé,True,59,16,5,148.31,0,réussi,Tunisia,Paris,True,4,1,0,0,gmail.com,False,0,2025-07-26,13:24:02.703252
res_778934,user_2896,2,1,confirmé,True,67,11,5,485.38,0,réussi,Tunisia,Berlin,False,1,1,0,0,gmail.com,False,0,2025-06-08,17:18:10.696866
res_962787,user_1307,3,3,confirmé,True,23,28,2,156.86,0,réussi,USA,Casablanca,True,5,0,0,0,hotmail.com,False,0,2024-09-06,13:11:23.695111
res_587270,user_3497,1,1,annulé,True,30,15,0,198.13,0,réussi,Morocco,New York,True,2,0,1,0,hotmail.com,False,0,2024-09-28,02:00:24.705571
res_440313,user_8775,3,3,confirmé,True,53,21,3,562.02,0,réussi,Morocco,Paris,True,1,0,0,0,gmail.com,False,0,2024-09-20,04:13:43.729294
res_987866,user_5200,1,1,confirmé,True,50,13,6,166.92,0,réussi,Morocco,Berlin,False,1,0,0,0,gmail.com,False,0,2025-03-09,22:24:01.709526
res_213033,user_5647,2,2,confirmé,False,27,8,2,346.0,0,réussi,Morocco,Casablanca,True,3,0,0,1,gmail.com,False,0,2025-04-15,17:35:24.663705
res_394114,user_6773,2,1,annulé,False,89,25,4,312.43,0,réussi,USA,Tunis,True,3,2,0,0,yahoo.com,False,0,2025-06-01,22:03:16.675976
res_445217,user_6092,2,2,annulé,True,51,1,2,578.89,0,réussi,Morocco,Tunis,True,4,2,2,1,tempmail.com,True,1,2025-07-03,15:43:04.640990
res_325660,user_3647,2,2,confirmé,False,9,5,7,346.49,0,réussi,France,Berlin,False,5,1,1,0,gmail.com,False,0,2024-12-21,15:03:00.725444
res_491080,user_1087,1,1,confirmé,True,41,24,7,145.95,0,réussi,Tunisia,Casablanca,False,1,0,1,0,hotmail.com,False,0,2024-08-25,08:44:41.692451
res_658442,user_6349,3,1,annulé,True,46,21,6,643.76,0,réussi,Germany,Tunis,False,4,1,1,0,gmail.com,False,0,2025-06-10,09:01:21.740443
res_265376,user_7736,1,1,confirmé,False,12,24,3,83.39,0,réussi,Tunisia,Paris,False,1,0,0,0,hotmail.com,False,0,2025-01-10,00:44:53.696502
res_305222,user_1369,1,1,annulé,True,4,28,4,63.76,0,réussi,Germany,New York,True,3,3,3,0,tempmail.com,True,1,2025-08-12,00:09:13.639539
res_520719,user_6157,1,1,confirmé,False,50,26,0,57.37,0,réussi,Morocco,Casablanca,True,3,0,1,0,gmail.com,False,0,2024-09-10,07:16:07.682012
res_158772,user_2281,1,1,annulé,True,62,29,3,119.5,0,réussi,USA,Paris,True,2,0,0,0,yahoo.com,False,0,2025-01-08,14:00:42.655654
res_690851,user_1535,1,1,annulé,True,70,21,5,98.66,0,réussi,Tunisia,Paris,False,3,0,0,0,gmail.com,False,0,2024-11-25,00:55:08.718591
res_449067,user_2983,2,2,confirmé,True,92,9,3,267.09,0,réussi,USA,Berlin,False,1,0,0,0,gmail.com,False,0,2024-11-01,11:27:06.681496
res_717959,user_9617,1,1,en attente,False,67,10,6,258.55,0,réussi,Germany,Casablanca,True,3,1,0,0,yahoo.com,False,0,2024-10-08,02:43:51.672981
res_338459,user_8218,1,1,annulé,False,14,11,5,236.88,0,réussi,USA,Paris,False,1,0,1,0,mailinator.com,True,0,2025-03-12,19:31:56.654286
res_525800,user_9977,2,1,annulé,True,40,19,4,310.22,0,réussi,Germany,New York,True,2,1,1,4,mailinator.com,True,1,2025-07-26,18:48:40.631717
res_422130,user_8260,2,1,en attente,True,87,16,5,131.56,0,réussi,Tunisia,Paris,True,4,0,0,0,gmail.com,False,0,2025-06-30,06:01:18.679974
res_428884,user_8860,1,1,confirmé,True,78,3,3,106.68,0,réussi,France,Berlin,False,5,1,0,0,gmail.com,False,0,2025-06-08,07:35:50.667313
res_744148,user_1344,2,2,confirmé,False,93,20,5,268.78,0,réussi,Germany,New York,True,1,0,0,0,gmail.com,False,0,2025-07-04,14:12:58.693407
res_959899,user_1380,2,2,confirmé,True,34,27,2,111.82,0,réussi,USA,Berlin,False,2,0,0,0,hotmail.com,False,0,2025-06-28,06:03:06.705653
res_399705,user_2087,3,3,confirmé,True,4,29,1,618.1,0,réussi,Germany,Tunis,False,1,1,0,0,gmail.com,False,0,2025-03-02,15:05:08.728462
res_508678,user_5680,1,1,confirmé,True,5,15,4,126.68,0,réussi,Germany,Tunis,False,2,2,1,0,gmail.com,False,0,2024-11-09,00:55:54.723222
res_543663,user_3613,3,2,confirmé,True,23,28,7,634.77,0,réussi,USA,New York,False,5,1,0,0,gmail.com,False,0,2025-02-19,01:53:51.686604
res_644098,user_8606,2,1,en attente,False,63,20,7,354.31,0,réussi,Germany,Casablanca,True,2,1,3,7,tempmail.com,True,1,2025-07-14,08:09:05.641255
res_517106,user_8020,1,1,confirmé,True,6,24,0,192.35,0,réussi,Tunisia,Tunis,False,4,2,0,0,gmail.com,False,0,2024-12-27,04:03:44.654528
res_138399,user_4131,1,1,annulé,False,5,25,4,178.85,0,réussi,France,Tunis,False,3,0,1,4,tempmail.com,True,1,2025-07-25,14:28:10.633707
res_675174,user_6382,2,2,confirmé,True,83,3,6,235.73,0,réussi,France,Casablanca,True,3,0,0,0,yahoo.com,False,0,2024-11-17,09:53:34.662457
res_916790,user_6716,1,1,en attente,True,93,0,0,240.64,0,réussi,USA,Casablanca,True,5,0,0,0,gmail.com,False,0,2024-09-14,11:53:54.694327
res_281301,user_8999,1,1,confirmé,True,30,4,7,279.47,0,réussi,Tunisia,Casablanca,False,5,6,1,4,tempmail.com,True,1,2025-07-13,00:28:09.637325
res_573066,user_8660,2,1,en attente,True,71,28,6,391.98,0,réussi,USA,Berlin,False,2,3,4,2,tempmail.com,True,1,2025-08-09,09:17:16.641287
res_644315,user_9570,1,1,annulé,True,53,19,5,241.88,0,réussi,USA,New York,True,5,1,1,2,tempmail.com,True,1,2025-07-28,03:53:53.636195
res_870820,user_4991,2,2,annulé,True,39,15,0,414.96,0,réussi,Germany,Paris,False,5,1,0,0,gmail.com,False,0,2025-05-12,18:24:28.691601
res_765104,user_7611,2,2,confirmé,True,1,5,5,453.29,0,réussi,France,Tunis,True,2,1,1,0,hotmail.com,False,0,2025-02-08,09:31:37.661004
res_980919,user_6889,3,2,annulé,True,73,19,4,334.63,1,échoué,Germany,Paris,True,3,5,1,5,tempmail.com,True,1,2025-07-26,16:39:04.636550
res_691237,user_5577,2,1,annulé,True,76,29,5,427.48,0,réussi,France,Casablanca,False,3,0,0,0,gmail.com,False,0,2025-04-11,01:48:06.696213
res_951138,user_7328,2,1,en attente,False,19,28,3,209.43,0,réussi,Germany,Casablanca,True,3,2,4,4,gmail.com,False,1,2025-08-05,18:08:02.643619
res_141903,user_4436,2,1,annulé,True,84,9,3,456.78,0,réussi,USA,Casablanca,False,5,0,0,0,gmail.com,False,0,2024-12-02,00:55:21.730814
res_191184,user_3526,3,2,confirmé,False,66,11,4,755.3,0,réussi,Morocco,New York,True,4,1,0,0,gmail.com,False,0,2025-04-29,14:42:29.684514
res_971761,user_3844,1,1,confirmé,True,12,23,3,97.04,0,réussi,USA,New York,True,5,0,0,1,gmail.com,False,0,2025-08-05,22:50:05.723101
res_270751,user_6767,3,2,confirmé,True,10,4,2,835.34,0,réussi,Morocco,New York,False,5,0,1,0,gmail.com,False,0,2025-05-13,16:48:10.685434
res_448824,user_6185,3,1,annulé,True,17,28,0,223.11,0,réussi,Tunisia,Berlin,True,3,5,0,1,tempmail.com,True,1,2025-08-18,12:12:15.644666
res_362669,user_9566,2,1,confirmé,True,44,3,6,439.62,0,réussi,Tunisia,Casablanca,True,1,0,0,0,gmail.com,False,0,2025-06-03,14:22:22.740350
res_507750,user_9054,2,2,confirmé,True,66,3,6,136.3,0,réussi,Germany,Paris,False,3,2,1,0,hotmail.com,False,0,2025-03-29,04:41:48.685486
res_352015,user_6868,1,1,confirmé,True,88,14,3,277.24,0,réussi,USA,Berlin,False,4,0,0,0,gmail.com,False,0,2025-02-11,20:01:50.736312
res_501393,user_7811,2,1,confirmé,True,5,24,5,103.7,0,réussi,France,Paris,True,1,1,0,0,yahoo.com,False,0,2024-10-23,16:29:01.704936
res_879779,user_6189,3,1,confirmé,True,49,29,1,286.98,0,réussi,Morocco,Berlin,False,3,0,0,0,yahoo.com,False,0,2025-01-15,17:02:39.691913
res_337418,user_6836,3,3,confirmé,False,97,26,6,759.37,0,réussi,USA,Paris,False,1,1,0,1,gmail.com,False,0,2025-04-15,18:23:28.723357
res_179074,user_1158,1,1,annulé,False,3,21,1,66.24,0,réussi,France,Tunis,True,3,0,0,0,hotmail.com,False,0,2025-08-03,13:42:51.646674
res_161132,user_9960,2,2,confirmé,False,45,4,4,179.78,0,réussi,Morocco,Tunis,False,5,0,2,0,gmail.com,False,0,2024-08-24,19:15:11.722748
res_329754,user_1031,3,2,en attente,False,63,1,2,757.57,0,réussi,Morocco,Tunis,True,1,0,0,0,yahoo.com,False,0,2025-02-26,15:44:11.709437
res_282905,user_9647,1,1,confirmé,True,29,21,1,255.9,0,réussi,France,Berlin,False,1,0,1,1,hotmail.com,False,0,2024-12-17,12:52:52.728531
res_245967,user_6326,1,1,confirmé,True,91,15,3,178.76,0,réussi,USA,New York,True,2,0,1,0,gmail.com,False,0,2025-01-20,13:35:31.705013
res_697864,user_8308,2,1,confirmé,True,37,23,6,580.69,0,réussi,France,New York,True,4,0,1,0,gmail.com,False,0,2025-04-29,08:19:47.738318
res_688592,user_6657,2,2,en attente,True,96,10,7,116.13,0,réussi,France,Berlin,False,4,2,2,4,mailinator.com,True,1,2025-07-18,09:40:00.645035
res_924208,user_4444,2,2,confirmé,False,8,13,5,222.69,0,réussi,Tunisia,Paris,True,1,3,0,1,gmail.com,False,0,2024-10-15,19:40:02.704350
res_877237,user_2416,2,1,confirmé,True,87,24,6,597.17,0,réussi,Morocco,Berlin,True,3,0,1,1,gmail.com,False,0,2025-03-09,16:06:32.719904
res_345217,user_9882,1,1,confirmé,False,86,30,6,66.95,0,réussi,Tunisia,New York,True,3,0,0,0,gmail.com,False,0,2025-07-13,23:38:05.709577
res_833118,user_1093,1,1,confirmé,True,32,26,0,224.37,0,réussi,Germany,New York,False,5,0,0,1,gmail.com,False,0,2024-08-30,07:59:28.681796
res_386727,user_9772,3,3,en attente,False,9,17,7,222.0,0,réussi,Morocco,Paris,True,4,0,0,0,gmail.com,False,0,2025-05-13,11:21:48.713742
res_825514,user_3881,1,1,en attente,False,27,0,6,67.16,0,réussi,USA,Casablanca,False,4,0,0,0,hotmail.com,False,0,2024-12-26,16:13:31.673586
res_354125,user_8827,1,1,confirmé,True,25,28,3,224.11,0,réussi,USA,Casablanca,False,3,7,2,2,mailinator.com,True,1,2025-08-08,14:22:20.641713
res_790538,user_2116,3,3,confirmé,True,93,5,2,448.76,0,réussi,USA,New York,False,1,0,0,0,hotmail.com,False,0,2025-04-17,06:27:53.668996
res_462084,user_5728,1,1,confirmé,True,63,13,7,170.36,0,réussi,Tunisia,Berlin,False,3,0,1,1,gmail.com,False,0,2024-09-13,20:39:19.683945
